POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,SctAcc
LF,19,Jalen Austin,,Calgary,ABL,MLB,02/20/1996,28,CAN,6' 2',215 lbs,Left,Left,2.5 Stars,3.0 Stars,Very Low
LF,23,Clark Barrett,,Toronto,ABL,MLB,12/31/2002,21,USA,6' 4',205 lbs,Right,Right,3.0 Stars,5.0 Stars,Very Low
LF,14,Mark Battle,,Windsor,ABL,MLB,04/25/1996,27,USA,6' 0',195 lbs,Left,Left,2.5 Stars,2.5 Stars,Low
LF,42,Chester Beals,,Tlalnepantla,ABL,MLB,04/28/2000,23,CAN,6' 3',210 lbs,Left,Left,2.5 Stars,3.0 Stars,Very Low
LF,22,Jon Boland,,Mexico City,ABL,MLB,03/02/1997,27,USA,6' 3',220 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
LF,4,Ben Brennan,,Puebla,ABL,MLB,05/03/2001,22,USA,6' 6',225 lbs,Left,Left,3.0 Stars,3.5 Stars,Average
LF,51,Kevin Coffey,,León,ABL,MLB,11/04/1984,39,USA,6' 2',235 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
LF,91,Matt de la Mora,,Colorado,ABL,MLB,05/05/2001,22,USA,6' 0',190 lbs,Right,Right,2.5 Stars,3.0 Stars,Average
LF,24,Miguel Delgado,,Mississauga,ABL,MLB,10/05/1997,26,MEX,6' 1',210 lbs,Left,Right,2.5 Stars,2.5 Stars,Average
LF,2,Kurt DePalma,,Phoenix,ABL,MLB,03/30/1998,26,USA,5' 10',185 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
LF,19,Luis Diaz,,Ottawa,ABL,MLB,03/25/1998,26,MEX,6' 0',195 lbs,Left,Left,5.0 Stars,5.0 Stars,Very Low
LF,26,Byron Drost,,Ottawa,ABL,MLB,06/11/2000,23,USA,6' 6',235 lbs,Right,Right,2.5 Stars,3.0 Stars,Very Low
LF,13,Stephon Felton,,Fort Worth,ABL,MLB,08/06/1997,26,USA,5' 10',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
LF,22,Jose Figueroa,,San Luis Potosí,ABL,MLB,01/29/1999,25,MEX,6' 4',220 lbs,Left,Left,3.0 Stars,3.0 Stars,Very Low
LF,1,Russ Fitz,,St. Johns,ABL,MLB,09/16/1995,28,USA,6' 1',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
LF,8,Danny Gilbert,,Quebec City,ABL,MLB,04/01/1999,25,USA,6' 1',210 lbs,Right,Right,2.5 Stars,3.0 Stars,Very Low
LF,6,Tom Goins,,New York,ABL,MLB,06/07/1998,25,USA,6' 6',230 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
LF,5,Brennan Harris,,Montreal,ABL,MLB,07/11/1993,30,USA,6' 1',215 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
LF,25,T.J. Heberlig,,Mérida,ABL,MLB,01/06/1995,29,USA,6' 4',210 lbs,Left,Left,5.0 Stars,5.0 Stars,Very Low
LF,11,Denis Hollis,,St. Johns,ABL,MLB,11/25/1996,27,USA,5' 11',190 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
LF,10,Noah Jackson,,Quebec City,ABL,MLB,07/28/1996,27,USA,6' 2',210 lbs,Left,Left,4.5 Stars,4.5 Stars,Average
LF,20,Marquis Jeter,,Austin,ABL,MLB,03/16/1998,26,USA,6' 6',240 lbs,Right,Right,2.5 Stars,3.0 Stars,Average
LF,27,Evan Joseph,,Texas,ABL,MLB,03/04/1999,25,USA,6' 2',205 lbs,Right,Right,4.5 Stars,5.0 Stars,Very Low
LF,39,Dante Juarez,,Mexico City,ABL,MLB,12/20/1996,27,MEX,6' 6',245 lbs,Switch,Right,2.5 Stars,2.5 Stars,Very Low
LF,4,Alvin Lazo,,Calgary,ABL,MLB,04/18/1998,25,MEX,6' 4',225 lbs,Left,Left,3.0 Stars,3.0 Stars,Average
LF,17,Brandon Marx,,Nezahualcoyotl,ABL,MLB,06/18/1997,26,USA,6' 4',225 lbs,Switch,Right,2.5 Stars,2.5 Stars,Average
LF,13,Matt McCabe,,Chicago,ABL,MLB,06/19/1999,24,USA,6' 2',210 lbs,Right,Right,2.5 Stars,3.0 Stars,Very Low
LF,16,Bob Medina,,León,ABL,MLB,08/23/2000,23,USA,6' 1',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
LF,13,Jon Melendez,,Victoria,ABL,MLB,08/16/1990,33,MEX,6' 5',235 lbs,Right,Right,3.5 Stars,3.5 Stars,Very Low
LF,55,Jay Miller,,León,ABL,MLB,01/25/1995,29,USA,6' 4',240 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
LF,14,Adrian Neville,,San Antonio,ABL,MLB,11/06/1999,24,USA,6' 3',205 lbs,Right,Right,2.0 Stars,2.5 Stars,Very Low
LF,12,Charlie Paull,,Toronto,ABL,MLB,12/28/1998,25,USA,6' 6',240 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
LF,20,Nick Pierce,,Guadalajara,ABL,MLB,02/01/1999,25,USA,6' 0',185 lbs,Left,Left,2.0 Stars,2.5 Stars,Average
LF,3,Bobby Ramos,,Fort Worth,ABL,MLB,01/31/1998,26,MEX,6' 2',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
LF,8,Eric Ray,,Mexico City,ABL,MLB,03/25/1989,35,USA,6' 5',235 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
LF,22,Eli Rodriguez,,Vancouver,ABL,MLB,01/13/1998,26,MEX,6' 0',205 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
LF,6,MARK ROGERS,@,Windsor,ABL,MLB,03/06/2005,19,USA,6' 1',170 lbs,Left,Right,2.5 Stars,4.0 Stars,Low
LF,18,John Rogler,,Rimbey,AAAA,AAA,07/11/1998,25,USA,6' 0',195 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
LF,23,Bobby Ryan,,San Antonio,ABL,MLB,03/28/1997,27,USA,6' 2',230 lbs,Switch,Right,2.5 Stars,2.5 Stars,Very Low
LF,14,Fred Sabella,,Naucalpan,ABL,MLB,11/25/1996,27,USA,6' 4',220 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
LF,5,Luis Salcedo,,Vancouver,ABL,MLB,07/19/2000,23,MEX,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
LF,21,Carlos Saldivar,,Mississauga,ABL,MLB,08/20/1990,33,MEX,6' 1',220 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
LF,8,Ricardo Sanchez,,Colorado,ABL,MLB,03/09/1999,25,MEX,6' 1',215 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
LF,2,Jason Sandidge,,Montreal,ABL,MLB,01/09/1998,26,USA,6' 1',200 lbs,Switch,Left,2.5 Stars,2.5 Stars,Average
LF,8,Franklin Santiago,,Phoenix,ABL,MLB,11/27/1995,28,MEX,6' 0',190 lbs,Switch,Right,2.5 Stars,2.5 Stars,Average
LF,5,Albert Santoscoy,,Victoria,ABL,MLB,05/05/1999,24,MEX,6' 5',235 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
LF,5,Jason Schultz,,Austin,ABL,MLB,09/01/1999,24,USA,6' 5',230 lbs,Right,Right,4.5 Stars,5.0 Stars,Very Low
LF,15,Chris Shaver,,Acapulco,ABL,MLB,09/22/1992,31,USA,6' 6',240 lbs,Left,Right,4.5 Stars,4.5 Stars,Very Low
LF,9,Austin Smith,,Atlanta,ABL,MLB,11/28/2000,23,USA,6' 6',225 lbs,Right,Right,2.5 Stars,4.0 Stars,Average
LF,32,Doug Smith,,Jacksonville,ABL,MLB,10/14/1997,26,USA,6' 0',200 lbs,Left,Left,2.5 Stars,3.0 Stars,Very Low
LF,21,Nate Smith,,Atlanta,ABL,MLB,02/08/1989,35,USA,6' 2',225 lbs,Right,Right,3.5 Stars,3.5 Stars,Average
LF,26,Pat Smith,,Colorado,ABL,MLB,04/10/1991,33,USA,6' 0',200 lbs,Right,Right,4.0 Stars,4.0 Stars,Very Low
LF,14,Josh Tomlin,,Chicago,ABL,MLB,08/06/1996,27,USA,6' 0',195 lbs,Right,Right,3.5 Stars,3.5 Stars,Very Low
LF,12,Zach Trull,,Jacksonville,ABL,MLB,08/23/1993,30,USA,5' 10',200 lbs,Switch,Right,3.5 Stars,3.5 Stars,Very Low
LF,7,Jeff Turner,,Acapulco,ABL,MLB,09/20/1991,32,USA,6' 1',220 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
LF,62,Gilberto Vaca,,Texas,ABL,MLB,12/06/2001,22,MEX,6' 6',240 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
LF,26,Perry Vangen,,Apodaca,AAAA,AAA,10/13/1999,24,USA,6' 1',205 lbs,Right,Left,2.5 Stars,2.5 Stars,Very Low
LF,28,Juan Villarreal,,Corpus Christi,AAAA,AAA,03/04/1996,28,MEX,6' 6',240 lbs,Left,Right,2.0 Stars,2.0 Stars,Low
LF,49,Cory Volpe,,San Antonio,ABL,MLB,02/07/1998,26,USA,6' 2',220 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
LF,48,Frank Ward,,San Luis Potosí,ABL,MLB,07/25/1999,24,USA,6' 2',220 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
LF,23,Jim Wittner,,New York,ABL,MLB,02/26/1982,42,USA,6' 1',245 lbs,Left,Left,2.0 Stars,2.0 Stars,Average
CF,19,Juan Arriaza,,Tlalnepantla,ABL,MLB,11/04/2000,23,MEX,6' 4',210 lbs,Right,Right,2.0 Stars,2.5 Stars,Very Low
CF,15,Manny Atencio,,Guadalajara,ABL,MLB,12/27/1992,31,MEX,6' 1',210 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
CF,29,Ryan Banks,,Colorado,ABL,MLB,07/21/1994,29,USA,5' 10',185 lbs,Left,Left,1.5 Stars,1.5 Stars,Low
CF,10,Dusty Carroll,,Texas,ABL,MLB,03/22/1999,25,USA,6' 1',190 lbs,Switch,Right,4.0 Stars,4.0 Stars,Average
CF,20,Mario Cedeno,,Fort Worth,ABL,MLB,05/02/1998,25,MEX,6' 0',180 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
CF,22,Jose Cofield,,Nezahualcoyotl,ABL,MLB,10/29/1997,26,USA,6' 0',190 lbs,Switch,Right,2.5 Stars,2.5 Stars,Average
CF,16,Bill Connel,,Vancouver,ABL,MLB,06/02/1998,25,CAN,6' 1',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
CF,12,Josh Courtney,,St. Johns,ABL,MLB,10/08/1999,24,USA,6' 0',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
CF,12,Mario Cruz,,Mississauga,ABL,MLB,04/01/1997,27,MEX,6' 2',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
CF,1,Hector Diaz,,Toronto,ABL,MLB,03/12/1998,26,USA,6' 1',190 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
CF,1,Chris Fuller,,Acapulco,ABL,MLB,10/18/2006,17,USA,6' 2',185 lbs,Right,Right,0.5 Stars,3.5 Stars,Low
CF,21,Pedro Gonzales,,Montreal,ABL,MLB,07/22/1998,25,MEX,6' 2',200 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
CF,2,Todd Hable,,Colorado,ABL,MLB,11/14/1999,24,USA,6' 0',195 lbs,Switch,Right,2.5 Stars,2.5 Stars,Average
CF,24,Wayne Hogan,,Puebla,ABL,MLB,10/26/1999,24,USA,6' 0',205 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
CF,8,Josh Inverso,,Mérida,ABL,MLB,07/28/1998,25,USA,5' 11',190 lbs,Right,Left,2.5 Stars,2.5 Stars,Very Low
CF,17,Dan Jenkins,,St. Johns,ABL,MLB,07/26/1998,25,USA,6' 1',185 lbs,Left,Right,3.5 Stars,3.5 Stars,Very Low
CF,51,Casey Johnson,,Puebla,ABL,MLB,03/14/1997,27,USA,6' 2',200 lbs,Right,Right,5.0 Stars,5.0 Stars,Very Low
CF,35,Seth Klein,,Markham,AAAA,AAA,08/15/1997,26,USA,6' 2',200 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
CF,22,Jake Knauer,,Acapulco,ABL,MLB,12/16/1996,27,USA,6' 2',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
CF,9,Jerry Loomis,,New York,ABL,MLB,12/24/1999,24,USA,6' 0',195 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
CF,5,Ed Lopez,,Ottawa,ABL,MLB,06/18/1999,24,MEX,6' 4',205 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
CF,6,Alejandro Lugo,,Texas,ABL,MLB,01/01/2000,24,MEX,6' 1',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
CF,13,Jayden Maillard,,Phoenix,ABL,MLB,02/25/1995,29,USA,6' 1',190 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
CF,6,Ryan McEwen,,León,ABL,MLB,03/21/2001,23,USA,6' 1',190 lbs,Right,Left,2.5 Stars,2.5 Stars,Average
CF,16,Armando Medina,,Nezahualcoyotl,ABL,MLB,07/23/1997,26,MEX,6' 4',200 lbs,Left,Right,2.5 Stars,2.5 Stars,Average
CF,7,Jeremy Melissinos,,San Luis Potosí,ABL,MLB,06/27/2000,23,USA,6' 1',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
CF,9,Tom Mills,,Windsor,ABL,MLB,12/10/1998,25,USA,6' 1',215 lbs,Right,Right,2.0 Stars,2.0 Stars,High
CF,12,David Monge,,Chicago,ABL,MLB,06/21/1999,24,USA,6' 0',185 lbs,Left,Left,2.5 Stars,3.0 Stars,Average
CF,21,Gabe Nava,,Naucalpan,ABL,MLB,06/21/2000,23,MEX,6' 1',200 lbs,Left,Left,3.0 Stars,4.5 Stars,Very Low
CF,18,Alex Nunez,,Jacksonville,ABL,MLB,06/10/1997,26,PUR,6' 2',195 lbs,Left,Left,3.0 Stars,3.0 Stars,Average
CF,86,Edwin Ortiz,,Mexico City,ABL,MLB,02/13/1998,26,MEX,6' 3',205 lbs,Left,Right,3.0 Stars,3.0 Stars,Very Low
CF,13,Danny Perez,,Guadalajara,ABL,MLB,05/06/1999,24,MEX,6' 2',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
CF,89,Tim Pring,,Fort Worth,ABL,MLB,07/21/1997,26,USA,6' 0',190 lbs,Left,Left,2.0 Stars,2.0 Stars,Very Low
CF,18,Jesse Puckey,,Mérida,ABL,MLB,08/11/1996,27,USA,6' 1',195 lbs,Right,Left,2.5 Stars,2.5 Stars,Average
CF,14,Sherm Ramos,,Quebec City,ABL,MLB,09/09/1995,28,MEX,6' 1',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
CF,9,Manny Romo,,Calgary,ABL,MLB,08/09/1997,26,MEX,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
CF,5,Lorenzo Rosado,,St. Johns,ABL,MLB,01/03/2001,23,USA,6' 4',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
CF,8,Lee Rubin,,Atlanta,ABL,MLB,10/17/1997,26,USA,6' 1',195 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
CF,10,Gerardo Sandoval,,Austin,ABL,MLB,05/26/1999,24,MEX,6' 2',205 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
CF,33,Mike Sturgill,,San Antonio,ABL,MLB,05/04/1998,25,USA,6' 1',195 lbs,Left,Left,3.0 Stars,3.0 Stars,Average
CF,18,Tim Williams,,Calgary,ABL,MLB,10/11/1998,25,USA,6' 2',210 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
CF,32,Mike Wilton,,Phoenix,ABL,MLB,04/21/1997,26,USA,6' 0',190 lbs,Switch,Right,2.0 Stars,2.0 Stars,Very Low
CF,16,Keith Woodard,,Victoria,ABL,MLB,06/23/1991,32,USA,5' 11',190 lbs,Switch,Right,2.5 Stars,2.5 Stars,Very Low
RF,5,Dave Abreu,,Calgary,ABL,MLB,10/07/2003,20,MEX,6' 1',180 lbs,Left,Left,4.0 Stars,5.0 Stars,Very Low
RF,10,Chris Allen,,Toronto,ABL,MLB,12/02/1998,25,USA,6' 5',225 lbs,Left,Left,2.0 Stars,2.0 Stars,Very Low
RF,57,Sean Almer,,Atlanta,ABL,MLB,02/04/1997,27,USA,6' 1',200 lbs,Right,Left,2.5 Stars,2.5 Stars,Very Low
RF,11,Vincent Carrasco,,Montreal,ABL,MLB,03/20/2002,22,MEX,6' 3',200 lbs,Left,Left,2.5 Stars,3.0 Stars,Very Low
RF,10,Tommie Casey,,Naucalpan,ABL,MLB,04/13/1993,31,USA,6' 6',235 lbs,Left,Left,2.0 Stars,2.0 Stars,Very Low
RF,9,Luis Chavez,,Vancouver,ABL,MLB,06/27/1996,27,USA,6' 0',200 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
RF,4,Paul Chiasson,,Ottawa,ABL,MLB,04/26/1995,28,CAN,6' 4',215 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
RF,24,Nick Cofer,,Tlalnepantla,ABL,MLB,05/19/1999,24,USA,6' 5',225 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
RF,16,Melvin Correa,,New York,ABL,MLB,01/27/1997,27,USA,6' 1',195 lbs,Left,Left,4.0 Stars,4.0 Stars,Very Low
RF,20,Nick Dahl,,Puebla,ABL,MLB,01/26/1998,26,USA,6' 0',200 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
RF,67,Bob Davila,,Toronto,ABL,MLB,11/07/2001,22,USA,6' 6',225 lbs,Right,Left,2.5 Stars,2.5 Stars,Average
RF,4,Tommy Dennis,,León,ABL,MLB,03/26/2000,24,USA,6' 1',195 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
RF,29,Mario Elicerio,,Phoenix,ABL,MLB,01/21/1998,26,USA,6' 4',230 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
RF,33,Danny Flores,,Colorado,ABL,MLB,02/27/1999,25,MEX,6' 0',195 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RF,2,Rey Garcia,,Mississauga,ABL,MLB,02/01/1994,30,USA,6' 4',220 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RF,11,Jason Gibbons,,Nezahualcoyotl,ABL,MLB,01/09/1996,28,USA,6' 1',205 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
RF,42,Roark Hodge,,Victoria,ABL,MLB,04/25/2001,22,CAN,6' 1',195 lbs,Right,Right,3.0 Stars,3.0 Stars,Average
RF,17,Dan Hyche,,Naucalpan,ABL,MLB,06/24/1995,28,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RF,3,Alfonso Ibarra,,San Antonio,ABL,MLB,03/31/2000,24,MEX,6' 4',225 lbs,Switch,Right,2.5 Stars,3.0 Stars,Average
RF,9,Jose Juarez,,Mexico City,ABL,MLB,08/04/1999,24,MEX,6' 6',230 lbs,Right,Right,3.5 Stars,4.0 Stars,Very Low
RF,13,Tim Kahlig,,Austin,ABL,MLB,03/18/2002,22,USA,6' 2',190 lbs,Right,Left,3.5 Stars,4.0 Stars,Average
RF,1,John Ladner,,Mississauga,ABL,MLB,02/12/1999,25,CAN,6' 5',220 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
RF,16,Domingo Maldonado,,Chicago,ABL,MLB,08/16/1999,24,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RF,3,Leo Medina,,Mérida,ABL,MLB,03/09/1998,26,USA,6' 2',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RF,10,Mark Michelin,,Nezahualcoyotl,ABL,MLB,02/01/1998,26,USA,6' 6',225 lbs,Left,Left,3.0 Stars,3.0 Stars,Very Low
RF,20,Alex Mina,,Jacksonville,ABL,MLB,09/07/1993,30,MEX,6' 6',235 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
RF,16,Javier Molina,,Windsor,ABL,MLB,05/03/1999,24,MEX,6' 4',230 lbs,Left,Left,2.5 Stars,3.5 Stars,Average
RF,55,Hugo Montez,,Puebla,ABL,MLB,01/15/1992,32,MEX,6' 1',225 lbs,Left,Left,2.0 Stars,2.0 Stars,Very Low
RF,26,Arturo Nieves,,Naucalpan,ABL,MLB,05/12/2006,17,MEX,6' 6',205 lbs,Left,Left,0.5 Stars,2.0 Stars,Low
RF,3,Mike Nobley,,Phoenix,ABL,MLB,01/15/1997,27,USA,6' 6',225 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
RF,7,Carlos O'Malley,,Ottawa,ABL,MLB,10/14/1998,25,USA,6' 5',225 lbs,Left,Left,2.0 Stars,2.0 Stars,Very Low
RF,4,Manny Ocanas,,Acapulco,ABL,MLB,01/08/1998,26,MEX,6' 1',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RF,20,Jon Oxford,,Colorado,ABL,MLB,05/12/2000,23,USA,6' 1',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RF,8,Alex Perez,,Chicago,ABL,MLB,04/29/2000,23,MEX,6' 5',220 lbs,Left,Left,4.0 Stars,4.0 Stars,Average
RF,16,Kenny Portman,,San Luis Potosí,ABL,MLB,05/31/1996,27,USA,6' 0',200 lbs,Right,Right,3.5 Stars,3.5 Stars,Very Low
RF,19,Edgar Rodriguez,,Guadalajara,ABL,MLB,12/16/2001,22,USA,6' 4',215 lbs,Left,Left,2.5 Stars,3.0 Stars,Average
RF,47,Marcos Salgado,,Texas,ABL,MLB,06/20/1997,26,MEX,6' 4',215 lbs,Right,Left,2.5 Stars,2.5 Stars,Average
RF,19,Tim Schaap,,Victoria,ABL,MLB,11/11/1997,26,USA,6' 0',185 lbs,Switch,Right,2.5 Stars,2.5 Stars,Average
RF,23,Justin Sciacca,,St. Johns,ABL,MLB,02/17/1996,28,USA,6' 0',205 lbs,Right,Left,2.5 Stars,2.5 Stars,Very Low
RF,13,Mike Sharp,,Montreal,ABL,MLB,09/14/1994,29,USA,6' 2',200 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
RF,6,Robby Smith,,Acapulco,ABL,MLB,12/09/2000,23,USA,6' 4',220 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RF,28,Shane Smith,,Tlalnepantla,ABL,MLB,11/05/2000,23,USA,6' 4',205 lbs,Right,Right,3.0 Stars,3.0 Stars,Average
RF,24,Bob Spiel,,Fort Worth,ABL,MLB,09/01/1995,28,USA,6' 2',210 lbs,Left,Left,3.0 Stars,3.0 Stars,Very Low
RF,10,Justin Stewart,,Vancouver,ABL,MLB,01/01/1999,25,USA,6' 5',230 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
RF,21,Jeremy Stout,,López Mateos,AAAA,AAA,10/13/1999,24,USA,6' 3',225 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RF,1,Dylan Strasser,,Mérida,ABL,MLB,03/07/1997,27,USA,6' 6',230 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RF,25,Pete Sunseri,,Quebec City,ABL,MLB,08/12/1997,26,USA,6' 0',205 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
RF,40,Dan Tidwell,,Austin,ABL,MLB,11/14/1997,26,USA,6' 0',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RF,30,Jose Torres,,San Luis Potosí,ABL,MLB,03/03/1992,32,MEX,6' 1',205 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RF,22,Emmanuel Uresti,,San Antonio,ABL,MLB,04/03/1998,26,MEX,6' 1',215 lbs,Left,Left,1.5 Stars,1.5 Stars,Low
RF,19,Gil Vallejo,,Puebla,ABL,MLB,03/02/2000,24,MEX,6' 6',230 lbs,Left,Left,4.5 Stars,4.5 Stars,Average
RF,25,William Vargas,,Vancouver,ABL,MLB,09/26/1993,30,MEX,6' 4',225 lbs,Left,Left,3.0 Stars,3.0 Stars,Average
